investor,investor,pagerank
2977,2977,1.3970602189617621e-08
2978,2978,1.3970602189617621e-08
2979,2979,1.3970602189617621e-08
2980,2980,1.3970602189617621e-08
2981,2981,1.3970602189617621e-08
2982,2982,1.3970602189617621e-08
2983,2983,1.3970602189617621e-08
2984,2984,1.3970602189617621e-08
2985,2985,1.3970602189617621e-08
2986,2986,1.3970602189617621e-08
2987,2987,1.3970602189617621e-08
2988,2988,1.3970602189617621e-08
2989,2989,1.3970602189617621e-08
2990,2990,1.3970602189617621e-08
2991,2991,1.3970602189617621e-08
2992,2992,1.3970602189617621e-08
2993,2993,1.3970602189617621e-08
2994,2994,1.3970602189617621e-08
2995,2995,1.3970602189617621e-08
2996,2996,1.3970602189617621e-08
2997,2997,1.3970602189617621e-08
2998,2998,1.3970602189617621e-08
2999,2999,1.3970602189617621e-08
3000,3000,1.3970602189617621e-08
3001,3001,1.3970602189617621e-08
3002,3002,1.3970602189617621e-08
3003,3003,1.3970602189617621e-08
3004,3004,1.3970602189617621e-08
3005,3005,1.3970602189617621e-08
3006,3006,1.3970602189617621e-08
3007,3007,1.3970602189617621e-08
3008,3008,1.3970602189617621e-08
3009,3009,1.3970602189617621e-08
3010,3010,1.3970602189617621e-08
3011,3011,1.3970602189617621e-08
3012,3012,1.3970602189617621e-08
3013,3013,1.3970602189617621e-08
3014,3014,1.3970602189617621e-08
3015,3015,1.3970602189617621e-08
3016,3016,1.3970602189617621e-08
3017,3017,1.3970602189617621e-08
3018,3018,2.2981636924358936e-06
3019,3019,1.3970602189617621e-08
3020,3020,1.3970602189617621e-08
3021,3021,1.3970602189617621e-08
3022,3022,1.3970602189617621e-08
3023,3023,1.3970602189617621e-08
3024,3024,1.3970602189617621e-08
3025,3025,2.3573823029152485e-08
3026,3026,1.3970602189617621e-08
3027,3027,2.8559428931118737e-08
3028,3028,1.3970602189617621e-08
3029,3029,1.3970602189617621e-08
3030,3030,1.3970602189617621e-08
3031,3031,1.3970602189617621e-08
3032,3032,1.3970602189617621e-08
3033,3033,1.3970602189617621e-08
3034,3034,1.3970602189617621e-08
3035,3035,1.3970602189617621e-08
3036,3036,1.3970602189617621e-08
3037,3037,1.3970602189617621e-08
3038,3038,1.3970602189617621e-08
3039,3039,1.3970602189617621e-08
3040,3040,1.3970602189617621e-08
3041,3041,1.3970602189617621e-08
3042,3042,1.3970602189617621e-08
3043,3043,1.3970602189617621e-08
3044,3044,1.3970602189617621e-08
3045,3045,1.3970602189617621e-08
3046,3046,1.3970602189617621e-08
3047,3047,1.3970602189617621e-08
3048,3048,1.3970602189617621e-08
3049,3049,1.3970602189617621e-08
3050,3050,1.3970602189617621e-08
3051,3051,1.3970602189617621e-08
3052,3052,1.3970602189617621e-08
3053,3053,1.3970602189617621e-08
3054,3054,1.3970602189617621e-08
3055,3055,1.3970602189617621e-08
3056,3056,1.3970602189617621e-08
3057,3057,1.3970602189617621e-08
3058,3058,1.3970602189617621e-08
3059,3059,1.3970602189617621e-08
3060,3060,1.3970602189617621e-08
3061,3061,1.3970602189617621e-08
3062,3062,1.3970602189617621e-08
3063,3063,1.3970602189617621e-08
3064,3064,1.3970602189617621e-08
3065,3065,1.3970602189617621e-08
3066,3066,1.3970602189617621e-08
3067,3067,1.3970602189617621e-08
3068,3068,1.3970602189617621e-08
3069,3069,1.3970602189617621e-08
3070,3070,1.3970602189617621e-08
3071,3071,1.3970602189617621e-08
3072,3072,1.3970602189617621e-08
3073,3073,1.3970602189617621e-08
3074,3074,1.3970602189617621e-08
3075,3075,1.3970602189617621e-08
3076,3076,1.3970602189617621e-08
3077,3077,1.3970602189617621e-08
3078,3078,1.3970602189617621e-08
3079,3079,1.3970602189617621e-08
3080,3080,1.3970602189617621e-08
3081,3081,1.3970602189617621e-08
3082,3082,1.3970602189617621e-08
3083,3083,1.3970602189617621e-08
3084,3084,1.3970602189617621e-08
3085,3085,1.3970602189617621e-08
3086,3086,3.2206635616493784e-08
3087,3087,1.3970602189617621e-08
3088,3088,1.3970602189617621e-08
3089,3089,1.3970602189617621e-08
3090,3090,1.3970602189617621e-08
3091,3091,1.3970602189617621e-08
3092,3092,1.3970602189617621e-08
3093,3093,1.3970602189617621e-08
3094,3094,1.3970602189617621e-08
3095,3095,1.3970602189617621e-08
3096,3096,1.3970602189617621e-08
3097,3097,1.3970602189617621e-08
3098,3098,1.3970602189617621e-08
3099,3099,1.3970602189617621e-08
3100,3100,1.3970602189617621e-08
3101,3101,1.3970602189617621e-08
3102,3102,1.3970602189617621e-08
3103,3103,1.3970602189617621e-08
3104,3104,1.3970602189617621e-08
3105,3105,1.3970602189617621e-08
3106,3106,1.3970602189617621e-08
3107,3107,1.3970602189617621e-08
3108,3108,1.3970602189617621e-08
3109,3109,1.3970602189617621e-08
3110,3110,1.3970602189617621e-08
3111,3111,1.3970602189617621e-08
3112,3112,1.3970602189617621e-08
3113,3113,1.3970602189617621e-08
3114,3114,1.3970602189617621e-08
3115,3115,1.3970602189617621e-08
3116,3116,1.3970602189617621e-08
3117,3117,1.3970602189617621e-08
3118,3118,1.3970602189617621e-08
3119,3119,2.8559428931118638e-08
3120,3120,1.3970602189617621e-08
3121,3121,1.3970602189617621e-08
3122,3122,1.3970602189617621e-08
3123,3123,1.3970602189617621e-08
3124,3124,1.3970602189617621e-08
3125,3125,2.2215723520430213e-06
3126,3126,1.3970602189617621e-08
3127,3127,1.3970602189617621e-08
3128,3128,1.3970602189617621e-08
3129,3129,6.000789137636627e-08
3130,3130,1.3970602189617621e-08
3131,3131,1.3970602189617621e-08
3132,3132,1.3970602189617621e-08
3133,3133,1.3970602189617621e-08
3134,3134,1.3970602189617621e-08
3135,3135,1.3970602189617621e-08
3136,3136,1.3970602189617621e-08
3137,3137,1.3970602189617621e-08
3138,3138,1.3970602189617621e-08
3139,3139,1.3970602189617621e-08
3140,3140,1.3970602189617621e-08
3141,3141,1.3970602189617621e-08
3142,3142,1.3970602189617621e-08
3143,3143,1.3970602189617621e-08
3144,3144,1.3970602189617621e-08
3145,3145,1.3970602189617621e-08
3146,3146,1.3970602189617621e-08
3147,3147,1.3970602189617621e-08
3148,3148,1.3970602189617621e-08
3149,3149,1.3970602189617621e-08
3150,3150,1.3970602189617621e-08
3151,3151,1.3970602189617621e-08
3152,3152,1.3970602189617621e-08
3153,3153,1.3970602189617621e-08
3154,3154,1.3970602189617621e-08
3155,3155,1.3970602189617621e-08
3156,3156,1.3970602189617621e-08
3157,3157,6.52147241876038e-08
3158,3158,1.3970602189617621e-08
3159,3159,1.3970602189617621e-08
3160,3160,1.3970602189617621e-08
3161,3161,1.3970602189617621e-08
3162,3162,1.3970602189617621e-08
3163,3163,1.3970602189617621e-08
3164,3164,1.3970602189617621e-08
3165,3165,1.3970602189617621e-08
3166,3166,1.3970602189617621e-08
3167,3167,1.3970602189617621e-08
3168,3168,2.8559428931118347e-08
3169,3169,1.3970602189617621e-08
3170,3170,1.3970602189617621e-08
3171,3171,1.3970602189617621e-08
3172,3172,1.3970602189617621e-08
3173,3173,1.3970602189617621e-08
3174,3174,1.3970602189617621e-08
3175,3175,1.3970602189617621e-08
3176,3176,1.3970602189617621e-08
3177,3177,1.3970602189617621e-08
3178,3178,1.3970602189617621e-08
3179,3179,1.3970602189617621e-08
3180,3180,1.3970602189617621e-08
3181,3181,1.3970602189617621e-08
3182,3182,1.3970602189617621e-08
3183,3183,1.3970602189617621e-08
3184,3184,1.3970602189617621e-08
3185,3185,1.3970602189617621e-08
3186,3186,1.3970602189617621e-08
3187,3187,1.3970602189617621e-08
3188,3188,1.3970602189617621e-08
3189,3189,1.3970602189617621e-08
3190,3190,1.3970602189617621e-08
3191,3191,1.3970602189617621e-08
3192,3192,1.3970602189617621e-08
3193,3193,1.3970602189617621e-08
3194,3194,1.3970602189617621e-08
3195,3195,1.3970602189617621e-08
3196,3196,1.3970602189617621e-08
3197,3197,1.3970602189617621e-08
3198,3198,5.096530035789051e-08
3199,3199,1.3970602189617621e-08
3200,3200,1.3970602189617621e-08
3201,3201,1.3970602189617621e-08
3202,3202,1.3970602189617621e-08
3203,3203,1.3970602189617621e-08
3204,3204,1.3970602189617621e-08
3205,3205,1.3970602189617621e-08
3206,3206,1.3970602189617621e-08
3207,3207,1.3970602189617621e-08
3208,3208,2.016500380999967e-08
3209,3209,1.3970602189617621e-08
3210,3210,1.3970602189617621e-08
3211,3211,1.3970602189617621e-08
3212,3212,1.3970602189617621e-08
3213,3213,1.3970602189617621e-08
3214,3214,1.0354743078112591e-05
3215,3215,1.3970602189617621e-08
3216,3216,1.3970602189617621e-08
3217,3217,1.3970602189617621e-08
3218,3218,1.3970602189617621e-08
3219,3219,1.961688974737524e-05
3220,3220,1.3970602189617621e-08
3221,3221,1.3970602189617621e-08
3222,3222,1.3970602189617621e-08
3223,3223,2.0376906059234838e-05
3224,3224,1.3970602189617621e-08
3225,3225,1.3970602189617621e-08
3226,3226,1.3970602189617621e-08
3227,3227,1.3970602189617621e-08
3228,3228,1.3970602189617621e-08
3229,3229,1.3970602189617621e-08
3230,3230,1.3970602189617621e-08
3231,3231,1.3970602189617621e-08
3232,3232,1.3970602189617621e-08
3233,3233,1.3970602189617621e-08
3234,3234,1.3970602189617621e-08
3235,3235,1.3970602189617621e-08
3236,3236,1.3970602189617621e-08
3237,3237,1.3970602189617621e-08
3238,3238,1.3970602189617621e-08
3239,3239,2.126501556036868e-08
3240,3240,1.3970602189617621e-08
3241,3241,1.3970602189617621e-08
3242,3242,1.3970602189617621e-08
3243,3243,1.3970602189617621e-08
3244,3244,1.3970602189617621e-08
3245,3245,1.3970602189617621e-08
3246,3246,1.5883989812249155e-05
3247,3247,1.3970602189617621e-08
3248,3248,1.3970602189617621e-08
3249,3249,1.3970602189617621e-08
3250,3250,1.3970602189617621e-08
3251,3251,1.3970602189617621e-08
3252,3252,1.3970602189617621e-08
3253,3253,1.3970602189617621e-08
3254,3254,1.3970602189617621e-08
3255,3255,1.3970602189617621e-08
3256,3256,1.3970602189617621e-08
3257,3257,1.3970602189617621e-08
3258,3258,1.3970602189617621e-08
3259,3259,1.3970602189617621e-08
3260,3260,4.97266437152864e-06
3261,3261,1.3970602189617621e-08
3262,3262,1.3970602189617621e-08
3263,3263,1.3970602189617621e-08
3264,3264,1.3970602189617621e-08
3265,3265,1.3970602189617621e-08
3266,3266,1.3970602189617621e-08
3267,3267,1.3970602189617621e-08
3268,3268,1.3970602189617621e-08
3269,3269,1.3970602189617621e-08
3270,3270,1.3970602189617621e-08
3271,3271,1.3970602189617621e-08
3272,3272,1.3970602189617621e-08
3273,3273,1.3970602189617621e-08
3274,3274,1.3970602189617621e-08
3275,3275,1.3970602189617621e-08
3276,3276,1.3970602189617621e-08
3277,3277,1.3970602189617621e-08
3278,3278,1.3970602189617621e-08
3279,3279,1.3970602189617621e-08
3280,3280,1.3970602189617621e-08
3281,3281,1.344417536219791e-05
3282,3282,1.3970602189617621e-08
3283,3283,1.3970602189617621e-08
3284,3284,1.3970602189617621e-08
3285,3285,1.3970602189617621e-08
3286,3286,1.3970602189617621e-08
3287,3287,1.3970602189617621e-08
3288,3288,1.3970602189617621e-08
3289,3289,1.3970602189617621e-08
3290,3290,1.3970602189617621e-08
3291,3291,1.3970602189617621e-08
3292,3292,1.3970602189617621e-08
3293,3293,1.8921500804956852e-07
3294,3294,1.3970602189617621e-08
3295,3295,1.3970602189617621e-08
3296,3296,1.3970602189617621e-08
3297,3297,1.3970602189617621e-08
3298,3298,1.3970602189617621e-08
3299,3299,1.3970602189617621e-08
3300,3300,1.3970602189617621e-08
3301,3301,1.3970602189617621e-08
3302,3302,1.3970602189617621e-08
3303,3303,1.3970602189617621e-08
3304,3304,1.3970602189617621e-08
3305,3305,1.3970602189617621e-08
3306,3306,1.3970602189617621e-08
3307,3307,1.3970602189617621e-08
3308,3308,1.3970602189617621e-08
3309,3309,1.3970602189617621e-08
3310,3310,1.3970602189617621e-08
3311,3311,1.3970602189617621e-08
3312,3312,1.3970602189617621e-08
3313,3313,1.3970602189617621e-08
3314,3314,1.3970602189617621e-08
3315,3315,1.3970602189617621e-08
3316,3316,1.3970602189617621e-08
3317,3317,1.3970602189617621e-08
3318,3318,1.3970602189617621e-08
3319,3319,1.3970602189617621e-08
3320,3320,1.3970602189617621e-08
3321,3321,1.3970602189617621e-08
3322,3322,1.3970602189617621e-08
3323,3323,1.3970602189617621e-08
3324,3324,1.3970602189617621e-08
3325,3325,1.3970602189617621e-08
3326,3326,1.3970602189617621e-08
3327,3327,1.3970602189617621e-08
3328,3328,1.3970602189617621e-08
3329,3329,1.3970602189617621e-08
3330,3330,1.3970602189617621e-08
3331,3331,1.3970602189617621e-08
3332,3332,1.3970602189617621e-08
3333,3333,2.8559428931118605e-08
3334,3334,1.3970602189617621e-08
3335,3335,1.3970602189617621e-08
3336,3336,1.3970602189617621e-08
3337,3337,1.3970602189617621e-08
3338,3338,1.3970602189617621e-08
3339,3339,1.3970602189617621e-08
3340,3340,1.3970602189617621e-08
3341,3341,1.3970602189617621e-08
3342,3342,1.3970602189617621e-08
3343,3343,1.3970602189617621e-08
3344,3344,1.3970602189617621e-08
3345,3345,1.3970602189617621e-08
3346,3346,1.3970602189617621e-08
3347,3347,1.3970602189617621e-08
3348,3348,1.3970602189617621e-08
3349,3349,1.3970602189617621e-08
3350,3350,1.3970602189617621e-08
3351,3351,1.3970602189617621e-08
3352,3352,1.3970602189617621e-08
3353,3353,1.3970602189617621e-08
3354,3354,1.3970602189617621e-08
3355,3355,1.3970602189617621e-08
3356,3356,1.3970602189617621e-08
3357,3357,1.3970602189617621e-08
3358,3358,1.3970602189617621e-08
3359,3359,1.3970602189617621e-08
3360,3360,1.3970602189617621e-08
3361,3361,1.3970602189617621e-08
3362,3362,1.3970602189617621e-08
3363,3363,1.3970602189617621e-08
3364,3364,1.3970602189617621e-08
3365,3365,1.3970602189617621e-08
3366,3366,2.8559428931118628e-08
3367,3367,4.386378466391386e-08
3368,3368,1.3970602189617621e-08
3369,3369,1.3970602189617621e-08
3370,3370,1.3970602189617621e-08
3371,3371,1.3970602189617621e-08
3372,3372,1.3970602189617621e-08
3373,3373,1.3970602189617621e-08
3374,3374,1.3970602189617621e-08
3375,3375,1.3970602189617621e-08
3376,3376,1.3970602189617621e-08
3377,3377,1.5107032924968688e-05
3378,3378,1.3970602189617621e-08
3379,3379,1.3970602189617621e-08
3380,3380,1.3970602189617621e-08
3381,3381,1.3970602189617621e-08
3382,3382,1.3970602189617621e-08
3383,3383,1.3970602189617621e-08
3384,3384,1.3970602189617621e-08
3385,3385,1.3970602189617621e-08
3386,3386,1.3970602189617621e-08
3387,3387,1.3970602189617621e-08
3388,3388,1.3970602189617621e-08
3389,3389,4.4315841434924334e-06
3390,3390,1.3970602189617621e-08
3391,3391,1.3970602189617621e-08
3392,3392,1.3970602189617621e-08
3393,3393,1.3970602189617621e-08
3394,3394,1.7939079439407802e-08
3395,3395,1.3970602189617621e-08
3396,3396,1.3970602189617621e-08
3397,3397,1.3970602189617621e-08
3398,3398,1.3970602189617621e-08
3399,3399,1.3970602189617621e-08
3400,3400,1.3970602189617621e-08
3401,3401,1.3970602189617621e-08
3402,3402,1.3970602189617621e-08
3403,3403,1.3970602189617621e-08
3404,3404,2.8559428931118112e-08
3405,3405,1.3970602189617621e-08
3406,3406,1.3970602189617621e-08
3407,3407,1.3970602189617621e-08
3408,3408,1.7939079439407802e-08
3409,3409,1.3970602189617621e-08
3410,3410,1.3970602189617621e-08
3411,3411,1.3970602189617621e-08
3412,3412,1.3970602189617621e-08
3413,3413,1.3970602189617621e-08
3414,3414,1.3970602189617621e-08
3415,3415,1.3970602189617621e-08
3416,3416,1.1694662783518663e-07
3417,3417,1.3970602189617621e-08
3418,3418,1.3970602189617621e-08
3419,3419,1.3970602189617621e-08
3420,3420,1.3970602189617621e-08
3421,3421,1.3970602189617621e-08
3422,3422,1.3970602189617621e-08
3423,3423,1.3970602189617621e-08
3424,3424,1.3970602189617621e-08
3425,3425,1.3970602189617621e-08
3426,3426,1.3970602189617621e-08
3427,3427,1.3970602189617621e-08
3428,3428,1.3970602189617621e-08
3429,3429,3.4896980108840034e-06
3430,3430,1.3970602189617621e-08
3431,3431,1.3970602189617621e-08
3432,3432,1.3970602189617621e-08
3433,3433,1.3970602189617621e-08
3434,3434,1.3970602189617621e-08
3435,3435,1.3970602189617621e-08
3436,3436,1.3970602189617621e-08
3437,3437,1.3970602189617621e-08
3438,3438,1.3970602189617621e-08
3439,3439,1.3970602189617621e-08
3440,3440,1.3970602189617621e-08
3441,3441,1.3970602189617621e-08
3442,3442,1.3970602189617621e-08
3443,3443,1.3970602189617621e-08
3444,3444,1.3970602189617621e-08
3445,3445,2.1265015560368543e-08
3446,3446,1.3970602189617621e-08
3447,3447,1.3970602189617621e-08
3448,3448,1.3970602189617621e-08
3449,3449,1.3970602189617621e-08
3450,3450,1.3970602189617621e-08
3451,3451,2.8559428931118472e-08
3452,3452,2.8559428931117887e-08
3453,3453,1.3970602189617621e-08
3454,3454,1.3970602189617621e-08
3455,3455,1.3970602189617621e-08
3456,3456,1.3970602189617621e-08
3457,3457,1.3970602189617621e-08
3458,3458,1.3970602189617621e-08
3459,3459,1.3970602189617621e-08
3460,3460,1.3970602189617621e-08
3461,3461,1.3970602189617621e-08
3462,3462,1.3970602189617621e-08
3463,3463,1.3970602189617621e-08
3464,3464,1.3970602189617621e-08
3465,3465,1.3970602189617621e-08
3466,3466,1.3970602189617621e-08
3467,3467,1.3970602189617621e-08
3468,3468,1.3970602189617621e-08
3469,3469,1.3970602189617621e-08
3470,3470,2.390525715960226e-08
3471,3471,1.3970602189617621e-08
3472,3472,1.3970602189617621e-08
3473,3473,1.3970602189617621e-08
3474,3474,1.3970602189617621e-08
3475,3475,1.3970602189617621e-08
3476,3476,1.3970602189617621e-08
3477,3477,1.3970602189617621e-08
3478,3478,1.3970602189617621e-08
3479,3479,1.3970602189617621e-08
3480,3480,1.3970602189617621e-08
3481,3481,1.3970602189617621e-08
3482,3482,1.3970602189617621e-08
3483,3483,1.790179799719252e-05
3484,3484,1.7901797997192597e-05
3485,3485,1.3970602189617621e-08
3486,3486,1.3970602189617621e-08
3487,3487,1.3970602189617621e-08
3488,3488,2.615176356331252e-07
3489,3489,1.3970602189617621e-08
3490,3490,3.055616314653115e-08
3491,3491,1.3970602189617621e-08
3492,3492,1.3970602189617621e-08
3493,3493,1.3970602189617621e-08
3494,3494,1.3970602189617621e-08
3495,3495,1.3970602189617621e-08
3496,3496,1.3970602189617621e-08
3497,3497,1.3970602189617621e-08
3498,3498,1.3970602189617621e-08
3499,3499,1.3970602189617621e-08
3500,3500,3.510875658476982e-08
3501,3501,1.3970602189617621e-08
3502,3502,1.3970602189617621e-08
3503,3503,1.3970602189617621e-08
3504,3504,5.400654132205546e-08
3505,3505,1.3970602189617621e-08
3506,3506,1.3970602189617621e-08
3507,3507,1.3970602189617621e-08
3508,3508,1.3970602189617621e-08
3509,3509,1.3970602189617621e-08
3510,3510,1.3970602189617621e-08
3511,3511,1.3970602189617621e-08
3512,3512,1.3970602189617621e-08
3513,3513,1.3970602189617621e-08
3514,3514,1.3970602189617621e-08
3515,3515,1.3970602189617621e-08
3516,3516,1.3970602189617621e-08
3517,3517,1.3970602189617621e-08
3518,3518,1.3970602189617621e-08
3519,3519,1.3970602189617621e-08
3520,3520,1.3970602189617621e-08
3521,3521,1.3970602189617621e-08
3522,3522,1.3970602189617621e-08
3523,3523,1.3970602189617621e-08
3524,3524,1.3970602189617621e-08
3525,3525,1.3970602189617621e-08
3526,3526,1.3970602189617621e-08
3527,3527,7.926572020304994e-06
3528,3528,1.3970602189617621e-08
3529,3529,1.3970602189617621e-08
3530,3530,1.3970602189617621e-08
3531,3531,1.3970602189617621e-08
3532,3532,1.3970602189617621e-08
3533,3533,1.3970602189617621e-08
3534,3534,1.3970602189617621e-08
3535,3535,1.3970602189617621e-08
3536,3536,1.3970602189617621e-08
3537,3537,1.3970602189617621e-08
3538,3538,1.3970602189617621e-08
3539,3539,1.3970602189617621e-08
3540,3540,1.3970602189617621e-08
3541,3541,1.3970602189617621e-08
3542,3542,1.3970602189617621e-08
3543,3543,1.3970602189617621e-08
3544,3544,1.3970602189617621e-08
3545,3545,1.6402073313201652e-08
3546,3546,1.3970602189617621e-08
3547,3547,1.3970602189617621e-08
3548,3548,1.3970602189617621e-08
3549,3549,1.3970602189617621e-08
3550,3550,1.3970602189617621e-08
3551,3551,1.3970602189617621e-08
3552,3552,1.979407029658852e-07
3553,3553,1.3970602189617621e-08
3554,3554,1.3970602189617621e-08
3555,3555,2.126501556036857e-08
3556,3556,1.3970602189617621e-08
3557,3557,1.3970602189617621e-08
3558,3558,1.3970602189617621e-08
3559,3559,1.3970602189617621e-08
3560,3560,1.3970602189617621e-08
3561,3561,1.3970602189617621e-08
3562,3562,2.27954511336489e-08
3563,3563,1.6888367537918553e-08
3564,3564,1.6888367537918553e-08
3565,3565,1.6888367537918553e-08
3566,3566,1.6888367537918553e-08
3567,3567,1.985383481897213e-08
3568,3568,1.3970602189617621e-08
3569,3569,1.985383481897213e-08
3570,3570,1.3970602189617621e-08
3571,3571,1.3970602189617621e-08
3572,3572,1.3970602189617621e-08
3573,3573,1.3970602189617621e-08
3574,3574,1.3970602189617621e-08
3575,3575,1.3970602189617621e-08
3576,3576,1.3970602189617621e-08
3577,3577,1.3970602189617621e-08
3578,3578,1.3970602189617621e-08
3579,3579,1.3970602189617621e-08
3580,3580,1.3970602189617621e-08
3581,3581,1.3970602189617621e-08
3582,3582,1.3970602189617621e-08
3583,3583,1.3970602189617621e-08
3584,3584,1.3970602189617621e-08
3585,3585,1.3970602189617621e-08
3586,3586,1.3970602189617621e-08
3587,3587,1.3970602189617621e-08
3588,3588,1.3970602189617621e-08
3589,3589,1.3970602189617621e-08
3590,3590,1.3970602189617621e-08
3591,3591,1.3970602189617621e-08
3592,3592,1.3970602189617621e-08
3593,3593,1.3970602189617621e-08
3594,3594,1.3970602189617621e-08
3595,3595,1.3970602189617621e-08
3596,3596,1.3970602189617621e-08
3597,3597,1.3970602189617621e-08
3598,3598,4.446172970233934e-06
3599,3599,1.3970602189617621e-08
3600,3600,1.3970602189617621e-08
3601,3601,1.3970602189617621e-08
3602,3602,1.3970602189617621e-08
3603,3603,1.3970602189617621e-08
3604,3604,1.3970602189617621e-08
3605,3605,1.3970602189617621e-08
3606,3606,1.3970602189617621e-08
3607,3607,1.3970602189617621e-08
3608,3608,1.3970602189617621e-08
3609,3609,1.3970602189617621e-08
3610,3610,1.3970602189617621e-08
3611,3611,1.3970602189617621e-08
3612,3612,1.3970602189617621e-08
3613,3613,1.3970602189617621e-08
3614,3614,1.3970602189617621e-08
3615,3615,1.3970602189617621e-08
3616,3616,1.3970602189617621e-08
3617,3617,1.3970602189617621e-08
3618,3618,1.3970602189617621e-08
3619,3619,1.3970602189617621e-08
3620,3620,1.3970602189617621e-08
3621,3621,1.3970602189617621e-08
3622,3622,1.3970602189617621e-08
3623,3623,1.3970602189617621e-08
3624,3624,1.3970602189617621e-08
3625,3625,1.3970602189617621e-08
3626,3626,1.3970602189617621e-08
3627,3627,1.3970602189617621e-08
3628,3628,1.3970602189617621e-08
3629,3629,1.3970602189617621e-08
3630,3630,8.4919357499086e-06
3631,3631,1.3970602189617621e-08
3632,3632,1.3970602189617621e-08
3633,3633,1.3970602189617621e-08
3634,3634,1.3970602189617621e-08
3635,3635,1.3970602189617621e-08
3636,3636,1.3970602189617621e-08
3637,3637,1.3970602189617621e-08
3638,3638,1.3970602189617621e-08
3639,3639,1.3970602189617621e-08
3640,3640,1.3970602189617621e-08
3641,3641,1.3970602189617621e-08
3642,3642,8.691473589712044e-08
3643,3643,1.3970602189617621e-08
3644,3644,1.3970602189617621e-08
3645,3645,1.3970602189617621e-08
3646,3646,1.3970602189617621e-08
3647,3647,1.3970602189617621e-08
3648,3648,1.3970602189617621e-08
3649,3649,7.96635841491502e-06
3650,3650,1.3970602189617621e-08
3651,3651,1.3970602189617621e-08
3652,3652,1.3970602189617621e-08
3653,3653,1.3970602189617621e-08
3654,3654,1.3970602189617621e-08
3655,3655,2.016500380999967e-08
3656,3656,1.3970602189617621e-08
3657,3657,1.3970602189617621e-08
3658,3658,1.3970602189617621e-08
3659,3659,1.3970602189617621e-08
3660,3660,1.3970602189617621e-08
3661,3661,1.3970602189617621e-08
3662,3662,1.3970602189617621e-08
3663,3663,1.3970602189617621e-08
3664,3664,1.3970602189617621e-08
3665,3665,1.3970602189617621e-08
3666,3666,1.3970602189617621e-08
3667,3667,1.3970602189617621e-08
3668,3668,1.3970602189617621e-08
3669,3669,4.314825567261532e-08
3670,3670,1.3970602189617621e-08
3671,3671,1.3970602189617621e-08
3672,3672,1.3970602189617621e-08
3673,3673,1.3970602189617621e-08
3674,3674,1.3970602189617621e-08
3675,3675,1.3970602189617621e-08
3676,3676,1.3970602189617621e-08
3677,3677,1.3970602189617621e-08
3678,3678,1.3970602189617621e-08
3679,3679,1.3970602189617621e-08
3680,3680,1.3970602189617621e-08
3681,3681,1.3970602189617621e-08
3682,3682,1.3970602189617621e-08
3683,3683,1.3970602189617621e-08
3684,3684,1.3970602189617621e-08
3685,3685,1.3970602189617621e-08
3686,3686,1.3970602189617621e-08
3687,3687,1.3970602189617621e-08
3688,3688,1.3970602189617621e-08
3689,3689,3.055616314653159e-08
3690,3690,1.3970602189617621e-08
3691,3691,1.3970602189617621e-08
3692,3692,1.3970602189617621e-08
3693,3693,1.3970602189617621e-08
3694,3694,1.3970602189617621e-08
3695,3695,1.3970602189617621e-08
3696,3696,1.3970602189617621e-08
3697,3697,1.3970602189617621e-08
3698,3698,1.3970602189617621e-08
3699,3699,2.1265015560368543e-08
3700,3700,1.3970602189617621e-08
3701,3701,1.3970602189617621e-08
3702,3702,1.3970602189617621e-08
3703,3703,1.3970602189617621e-08
3704,3704,1.3970602189617621e-08
3705,3705,1.3970602189617621e-08
3706,3706,1.3970602189617621e-08
3707,3707,2.8559428931117817e-08
3708,3708,1.3970602189617621e-08
3709,3709,1.3970602189617621e-08
3710,3710,1.3970602189617621e-08
3711,3711,1.3970602189617621e-08
3712,3712,1.3970602189617621e-08
3713,3713,1.3970602189617621e-08
3714,3714,2.0562959416942973e-07
3715,3715,1.3970602189617621e-08
3716,3716,1.3970602189617621e-08
3717,3717,1.3970602189617621e-08
3718,3718,1.3970602189617621e-08
3719,3719,8.764972908198797e-07
3720,3720,1.3970602189617621e-08
3721,3721,1.3970602189617621e-08
3722,3722,1.3970602189617621e-08
3723,3723,3.055616314653119e-08
3724,3724,1.8833544436784995e-08
3725,3725,1.8565886690633446e-07
3726,3726,1.3970602189617621e-08
3727,3727,1.3970602189617621e-08
3728,3728,1.3970602189617621e-08
3729,3729,1.3970602189617621e-08
3730,3730,1.3970602189617621e-08
3731,3731,2.855942893111845e-08
3732,3732,1.3970602189617621e-08
3733,3733,1.3970602189617621e-08
3734,3734,4.386378466391363e-08
3735,3735,1.5742739848104103e-07
3736,3736,1.7939079439407802e-08
3737,3737,1.3970602189617621e-08
3738,3738,2.8559428931118568e-08
3739,3739,1.3970602189617621e-08
3740,3740,1.3970602189617621e-08
3741,3741,1.3970602189617621e-08
3742,3742,1.3970602189617621e-08
3743,3743,1.3970602189617621e-08
3744,3744,7.186845523889524e-08
3745,3745,1.3970602189617621e-08
3746,3746,1.3970602189617621e-08
3747,3747,1.3970602189617621e-08
3748,3748,2.8559428931118502e-08
3749,3749,1.3970602189617621e-08
3750,3750,1.3970602189617621e-08
3751,3751,1.3970602189617621e-08
3752,3752,1.3970602189617621e-08
3753,3753,1.3970602189617621e-08
3754,3754,1.3970602189617621e-08
3755,3755,1.3970602189617621e-08
