investor,pagerank
5597,1.3970602189617621e-08
5596,1.3970602189617621e-08
5595,1.3970602189617621e-08
5570,1.3970602189617621e-08
5569,1.3970602189617621e-08
5567,1.3970602189617621e-08
5534,1.3970602189617621e-08
5542,1.3970602189617621e-08
5541,1.3970602189617621e-08
5540,1.3970602189617621e-08
5539,1.3970602189617621e-08
5538,1.3970602189617621e-08
5537,1.3970602189617621e-08
5536,1.3970602189617621e-08
5535,1.3970602189617621e-08
5533,1.3970602189617621e-08
5544,1.3970602189617621e-08
5532,1.3970602189617621e-08
5531,1.3970602189617621e-08
5530,1.3970602189617621e-08
5529,1.3970602189617621e-08
5528,1.3970602189617621e-08
5527,1.3970602189617621e-08
5526,1.3970602189617621e-08
5525,1.3970602189617621e-08
5543,1.3970602189617621e-08
5545,1.3970602189617621e-08
5566,1.3970602189617621e-08
5557,1.3970602189617621e-08
5565,1.3970602189617621e-08
5564,1.3970602189617621e-08
5563,1.3970602189617621e-08
5562,1.3970602189617621e-08
5561,1.3970602189617621e-08
5560,1.3970602189617621e-08
5559,1.3970602189617621e-08
5558,1.3970602189617621e-08
5556,1.3970602189617621e-08
5546,1.3970602189617621e-08
5555,1.3970602189617621e-08
5554,1.3970602189617621e-08
5553,1.3970602189617621e-08
5552,1.3970602189617621e-08
5550,1.3970602189617621e-08
5549,1.3970602189617621e-08
5548,1.3970602189617621e-08
5547,1.3970602189617621e-08
5423,1.3970602189617621e-08
5420,1.3970602189617621e-08
5617,1.3970602189617621e-08
5327,1.3970602189617621e-08
5303,1.3970602189617621e-08
5302,1.3970602189617621e-08
5301,1.3970602189617621e-08
5300,1.3970602189617621e-08
5298,1.3970602189617621e-08
5296,1.3970602189617621e-08
5295,1.3970602189617621e-08
5294,1.3970602189617621e-08
5293,1.3970602189617621e-08
5292,1.3970602189617621e-08
5291,1.3970602189617621e-08
5290,1.3970602189617621e-08
5289,1.3970602189617621e-08
5288,1.3970602189617621e-08
5287,1.3970602189617621e-08
5286,1.3970602189617621e-08
5285,1.3970602189617621e-08
5283,1.3970602189617621e-08
5282,1.3970602189617621e-08
5304,1.3970602189617621e-08
5305,1.3970602189617621e-08
5306,1.3970602189617621e-08
5317,1.3970602189617621e-08
5325,1.3970602189617621e-08
5324,1.3970602189617621e-08
5323,1.3970602189617621e-08
5322,1.3970602189617621e-08
5321,1.3970602189617621e-08
5320,1.3970602189617621e-08
5319,1.3970602189617621e-08
5318,1.3970602189617621e-08
5316,1.3970602189617621e-08
5307,1.3970602189617621e-08
5315,1.3970602189617621e-08
5314,1.3970602189617621e-08
5313,1.3970602189617621e-08
5312,1.3970602189617621e-08
5311,1.3970602189617621e-08
5310,1.3970602189617621e-08
5309,1.3970602189617621e-08
5308,1.3970602189617621e-08
5281,1.3970602189617621e-08
5280,1.3970602189617621e-08
5279,1.3970602189617621e-08
5246,1.3970602189617621e-08
5254,1.3970602189617621e-08
5253,1.3970602189617621e-08
5252,1.3970602189617621e-08
5251,1.3970602189617621e-08
5250,1.3970602189617621e-08
5249,1.3970602189617621e-08
5248,1.3970602189617621e-08
5247,1.3970602189617621e-08
5245,1.3970602189617621e-08
5256,1.3970602189617621e-08
5244,1.3970602189617621e-08
5243,1.3970602189617621e-08
5242,1.3970602189617621e-08
5241,1.3970602189617621e-08
5238,1.3970602189617621e-08
5236,1.3970602189617621e-08
5235,1.3970602189617621e-08
5234,1.3970602189617621e-08
5255,1.3970602189617621e-08
5257,1.3970602189617621e-08
5278,1.3970602189617621e-08
5269,1.3970602189617621e-08
5277,1.3970602189617621e-08
5276,1.3970602189617621e-08
5275,1.3970602189617621e-08
5274,1.3970602189617621e-08
5273,1.3970602189617621e-08
5272,1.3970602189617621e-08
5271,1.3970602189617621e-08
5270,1.3970602189617621e-08
5268,1.3970602189617621e-08
5258,1.3970602189617621e-08
5267,1.3970602189617621e-08
5266,1.3970602189617621e-08
5265,1.3970602189617621e-08
5264,1.3970602189617621e-08
5263,1.3970602189617621e-08
5262,1.3970602189617621e-08
5261,1.3970602189617621e-08
5260,1.3970602189617621e-08
5326,1.3970602189617621e-08
5328,1.3970602189617621e-08
5419,1.3970602189617621e-08
5329,1.3970602189617621e-08
5393,1.3970602189617621e-08
5392,1.3970602189617621e-08
5391,1.3970602189617621e-08
5390,1.3970602189617621e-08
5389,1.3970602189617621e-08
5388,1.3970602189617621e-08
5387,1.3970602189617621e-08
5386,1.3970602189617621e-08
5385,1.3970602189617621e-08
5383,1.3970602189617621e-08
5382,1.3970602189617621e-08
5381,1.3970602189617621e-08
5380,1.3970602189617621e-08
5379,1.3970602189617621e-08
5378,1.3970602189617621e-08
5377,1.3970602189617621e-08
5376,1.3970602189617621e-08
5375,1.3970602189617621e-08
5374,1.3970602189617621e-08
5394,1.3970602189617621e-08
5395,1.3970602189617621e-08
5396,1.3970602189617621e-08
5408,1.3970602189617621e-08
5418,1.3970602189617621e-08
5417,1.3970602189617621e-08
5416,1.3970602189617621e-08
5414,1.3970602189617621e-08
5413,1.3970602189617621e-08
5412,1.3970602189617621e-08
5410,1.3970602189617621e-08
5409,1.3970602189617621e-08
5407,1.3970602189617621e-08
5397,1.3970602189617621e-08
5406,1.3970602189617621e-08
5405,1.3970602189617621e-08
5403,1.3970602189617621e-08
5402,1.3970602189617621e-08
5401,1.3970602189617621e-08
5400,1.3970602189617621e-08
5399,1.3970602189617621e-08
5398,1.3970602189617621e-08
5373,1.3970602189617621e-08
5372,1.3970602189617621e-08
5371,1.3970602189617621e-08
5339,1.3970602189617621e-08
5347,1.3970602189617621e-08
5346,1.3970602189617621e-08
5345,1.3970602189617621e-08
5344,1.3970602189617621e-08
5343,1.3970602189617621e-08
5342,1.3970602189617621e-08
5341,1.3970602189617621e-08
5340,1.3970602189617621e-08
5338,1.3970602189617621e-08
5349,1.3970602189617621e-08
5337,1.3970602189617621e-08
5336,1.3970602189617621e-08
5335,1.3970602189617621e-08
5334,1.3970602189617621e-08
5333,1.3970602189617621e-08
5332,1.3970602189617621e-08
5331,1.3970602189617621e-08
5330,1.3970602189617621e-08
5348,1.3970602189617621e-08
5350,1.3970602189617621e-08
5370,1.3970602189617621e-08
5361,1.3970602189617621e-08
5369,1.3970602189617621e-08
5368,1.3970602189617621e-08
5367,1.3970602189617621e-08
5366,1.3970602189617621e-08
5365,1.3970602189617621e-08
5364,1.3970602189617621e-08
5363,1.3970602189617621e-08
5362,1.3970602189617621e-08
5360,1.3970602189617621e-08
5351,1.3970602189617621e-08
5359,1.3970602189617621e-08
5358,1.3970602189617621e-08
5357,1.3970602189617621e-08
5356,1.3970602189617621e-08
5355,1.3970602189617621e-08
5354,1.3970602189617621e-08
5353,1.3970602189617621e-08
5352,1.3970602189617621e-08
5616,1.3970602189617621e-08
5620,1.3970602189617621e-08
4467,1.3970602189617621e-08
5906,1.3970602189617621e-08
5881,1.3970602189617621e-08
5880,1.3970602189617621e-08
5879,1.3970602189617621e-08
5878,1.3970602189617621e-08
5877,1.3970602189617621e-08
5876,1.3970602189617621e-08
5875,1.3970602189617621e-08
5874,1.3970602189617621e-08
5873,1.3970602189617621e-08
5872,1.3970602189617621e-08
5871,1.3970602189617621e-08
5870,1.3970602189617621e-08
5869,1.3970602189617621e-08
5868,1.3970602189617621e-08
5867,1.3970602189617621e-08
5866,1.3970602189617621e-08
5865,1.3970602189617621e-08
5864,1.3970602189617621e-08
5863,1.3970602189617621e-08
5882,1.3970602189617621e-08
5883,1.3970602189617621e-08
5884,1.3970602189617621e-08
5895,1.3970602189617621e-08
5904,1.3970602189617621e-08
5903,1.3970602189617621e-08
5902,1.3970602189617621e-08
5901,1.3970602189617621e-08
5900,1.3970602189617621e-08
5899,1.3970602189617621e-08
5898,1.3970602189617621e-08
5897,1.3970602189617621e-08
5894,1.3970602189617621e-08
5885,1.3970602189617621e-08
5893,1.3970602189617621e-08
5892,1.3970602189617621e-08
5891,1.3970602189617621e-08
5890,1.3970602189617621e-08
5889,1.3970602189617621e-08
5888,1.3970602189617621e-08
5887,1.3970602189617621e-08
5886,1.3970602189617621e-08
5862,1.3970602189617621e-08
5861,1.3970602189617621e-08
5860,1.3970602189617621e-08
5825,1.3970602189617621e-08
5834,1.3970602189617621e-08
5833,1.3970602189617621e-08
5832,1.3970602189617621e-08
5831,1.3970602189617621e-08
5830,1.3970602189617621e-08
5829,1.3970602189617621e-08
5828,1.3970602189617621e-08
5827,1.3970602189617621e-08
5823,1.3970602189617621e-08
5836,1.3970602189617621e-08
5822,1.3970602189617621e-08
5821,1.3970602189617621e-08
5820,1.3970602189617621e-08
5819,1.3970602189617621e-08
5818,1.3970602189617621e-08
5817,1.3970602189617621e-08
5816,1.3970602189617621e-08
5815,1.3970602189617621e-08
5835,1.3970602189617621e-08
5837,1.3970602189617621e-08
5858,1.3970602189617621e-08
5849,1.3970602189617621e-08
5857,1.3970602189617621e-08
5856,1.3970602189617621e-08
5855,1.3970602189617621e-08
5854,1.3970602189617621e-08
5853,1.3970602189617621e-08
5852,1.3970602189617621e-08
5851,1.3970602189617621e-08
5850,1.3970602189617621e-08
5848,1.3970602189617621e-08
5838,1.3970602189617621e-08
5847,1.3970602189617621e-08
5846,1.3970602189617621e-08
5844,1.3970602189617621e-08
5843,1.3970602189617621e-08
5842,1.3970602189617621e-08
5841,1.3970602189617621e-08
5840,1.3970602189617621e-08
5839,1.3970602189617621e-08
5905,1.3970602189617621e-08
5907,1.3970602189617621e-08
5813,1.3970602189617621e-08
5908,1.3970602189617621e-08
5976,1.3970602189617621e-08
5975,1.3970602189617621e-08
5974,1.3970602189617621e-08
5973,1.3970602189617621e-08
5972,1.3970602189617621e-08
5970,1.3970602189617621e-08
5969,1.3970602189617621e-08
5968,1.3970602189617621e-08
5967,1.3970602189617621e-08
5966,1.3970602189617621e-08
5965,1.3970602189617621e-08
5964,1.3970602189617621e-08
5963,1.3970602189617621e-08
5962,1.3970602189617621e-08
5961,1.3970602189617621e-08
5959,1.3970602189617621e-08
5957,1.3970602189617621e-08
5956,1.3970602189617621e-08
5954,1.3970602189617621e-08
5977,1.3970602189617621e-08
5978,1.3970602189617621e-08
5979,1.3970602189617621e-08
5990,1.3970602189617621e-08
5998,1.3970602189617621e-08
5997,1.3970602189617621e-08
5996,1.3970602189617621e-08
5995,1.3970602189617621e-08
5994,1.3970602189617621e-08
5993,1.3970602189617621e-08
5992,1.3970602189617621e-08
5991,1.3970602189617621e-08
5989,1.3970602189617621e-08
5980,1.3970602189617621e-08
5988,1.3970602189617621e-08
5987,1.3970602189617621e-08
5986,1.3970602189617621e-08
5985,1.3970602189617621e-08
5984,1.3970602189617621e-08
5983,1.3970602189617621e-08
5982,1.3970602189617621e-08
5981,1.3970602189617621e-08
5953,1.3970602189617621e-08
5952,1.3970602189617621e-08
5951,1.3970602189617621e-08
5918,1.3970602189617621e-08
5926,1.3970602189617621e-08
5925,1.3970602189617621e-08
5924,1.3970602189617621e-08
5923,1.3970602189617621e-08
5922,1.3970602189617621e-08
5921,1.3970602189617621e-08
5920,1.3970602189617621e-08
5919,1.3970602189617621e-08
5917,1.3970602189617621e-08
5928,1.3970602189617621e-08
5916,1.3970602189617621e-08
5915,1.3970602189617621e-08
5914,1.3970602189617621e-08
5913,1.3970602189617621e-08
5912,1.3970602189617621e-08
5911,1.3970602189617621e-08
5910,1.3970602189617621e-08
5909,1.3970602189617621e-08
5927,1.3970602189617621e-08
5930,1.3970602189617621e-08
5950,1.3970602189617621e-08
5941,1.3970602189617621e-08
5949,1.3970602189617621e-08
5948,1.3970602189617621e-08
5947,1.3970602189617621e-08
5946,1.3970602189617621e-08
5945,1.3970602189617621e-08
5944,1.3970602189617621e-08
5943,1.3970602189617621e-08
5942,1.3970602189617621e-08
5940,1.3970602189617621e-08
5931,1.3970602189617621e-08
5939,1.3970602189617621e-08
5938,1.3970602189617621e-08
5937,1.3970602189617621e-08
5936,1.3970602189617621e-08
5935,1.3970602189617621e-08
5934,1.3970602189617621e-08
5933,1.3970602189617621e-08
5932,1.3970602189617621e-08
5814,1.3970602189617621e-08
5812,1.3970602189617621e-08
5621,1.3970602189617621e-08
5713,1.3970602189617621e-08
5688,1.3970602189617621e-08
5687,1.3970602189617621e-08
5686,1.3970602189617621e-08
5685,1.3970602189617621e-08
5684,1.3970602189617621e-08
5683,1.3970602189617621e-08
5682,1.3970602189617621e-08
5681,1.3970602189617621e-08
5680,1.3970602189617621e-08
5679,1.3970602189617621e-08
5678,1.3970602189617621e-08
5677,1.3970602189617621e-08
5676,1.3970602189617621e-08
5675,1.3970602189617621e-08
5674,1.3970602189617621e-08
5673,1.3970602189617621e-08
5672,1.3970602189617621e-08
5671,1.3970602189617621e-08
5670,1.3970602189617621e-08
5689,1.3970602189617621e-08
5690,1.3970602189617621e-08
5691,1.3970602189617621e-08
5702,1.3970602189617621e-08
5710,1.3970602189617621e-08
5709,1.3970602189617621e-08
5708,1.3970602189617621e-08
5707,1.3970602189617621e-08
5706,1.3970602189617621e-08
5705,1.3970602189617621e-08
5704,1.3970602189617621e-08
5703,1.3970602189617621e-08
5701,1.3970602189617621e-08
5692,1.3970602189617621e-08
5700,1.3970602189617621e-08
5699,1.3970602189617621e-08
5698,1.3970602189617621e-08
5697,1.3970602189617621e-08
5696,1.3970602189617621e-08
5695,1.3970602189617621e-08
5694,1.3970602189617621e-08
5693,1.3970602189617621e-08
5669,1.3970602189617621e-08
5668,1.3970602189617621e-08
5667,1.3970602189617621e-08
5633,1.3970602189617621e-08
5641,1.3970602189617621e-08
5640,1.3970602189617621e-08
5639,1.3970602189617621e-08
5638,1.3970602189617621e-08
5637,1.3970602189617621e-08
5636,1.3970602189617621e-08
5635,1.3970602189617621e-08
5634,1.3970602189617621e-08
5632,1.3970602189617621e-08
5643,1.3970602189617621e-08
5631,1.3970602189617621e-08
5630,1.3970602189617621e-08
5629,1.3970602189617621e-08
5628,1.3970602189617621e-08
5627,1.3970602189617621e-08
5626,1.3970602189617621e-08
5625,1.3970602189617621e-08
5624,1.3970602189617621e-08
5642,1.3970602189617621e-08
5644,1.3970602189617621e-08
5666,1.3970602189617621e-08
5656,1.3970602189617621e-08
5665,1.3970602189617621e-08
5664,1.3970602189617621e-08
5663,1.3970602189617621e-08
5662,1.3970602189617621e-08
5660,1.3970602189617621e-08
5659,1.3970602189617621e-08
5658,1.3970602189617621e-08
5657,1.3970602189617621e-08
5655,1.3970602189617621e-08
5645,1.3970602189617621e-08
5654,1.3970602189617621e-08
5653,1.3970602189617621e-08
5652,1.3970602189617621e-08
5651,1.3970602189617621e-08
5650,1.3970602189617621e-08
5648,1.3970602189617621e-08
5647,1.3970602189617621e-08
5646,1.3970602189617621e-08
5711,1.3970602189617621e-08
5714,1.3970602189617621e-08
5811,1.3970602189617621e-08
5715,1.3970602189617621e-08
5784,1.3970602189617621e-08
5783,1.3970602189617621e-08
5782,1.3970602189617621e-08
5781,1.3970602189617621e-08
5780,1.3970602189617621e-08
5779,1.3970602189617621e-08
5778,1.3970602189617621e-08
5777,1.3970602189617621e-08
5776,1.3970602189617621e-08
5775,1.3970602189617621e-08
5774,1.3970602189617621e-08
5773,1.3970602189617621e-08
5772,1.3970602189617621e-08
5771,1.3970602189617621e-08
5770,1.3970602189617621e-08
5769,1.3970602189617621e-08
5768,1.3970602189617621e-08
5767,1.3970602189617621e-08
5766,1.3970602189617621e-08
5785,1.3970602189617621e-08
5786,1.3970602189617621e-08
5787,1.3970602189617621e-08
5801,1.3970602189617621e-08
5810,1.3970602189617621e-08
5809,1.3970602189617621e-08
5808,1.3970602189617621e-08
5807,1.3970602189617621e-08
5805,1.3970602189617621e-08
5804,1.3970602189617621e-08
5803,1.3970602189617621e-08
5802,1.3970602189617621e-08
5800,1.3970602189617621e-08
5789,1.3970602189617621e-08
5799,1.3970602189617621e-08
5797,1.3970602189617621e-08
5796,1.3970602189617621e-08
5795,1.3970602189617621e-08
5794,1.3970602189617621e-08
5793,1.3970602189617621e-08
5792,1.3970602189617621e-08
5791,1.3970602189617621e-08
5765,1.3970602189617621e-08
5764,1.3970602189617621e-08
5760,1.3970602189617621e-08
5726,1.3970602189617621e-08
5735,1.3970602189617621e-08
5734,1.3970602189617621e-08
5733,1.3970602189617621e-08
5732,1.3970602189617621e-08
5731,1.3970602189617621e-08
5730,1.3970602189617621e-08
5728,1.3970602189617621e-08
5727,1.3970602189617621e-08
5725,1.3970602189617621e-08
5737,1.3970602189617621e-08
5724,1.3970602189617621e-08
5723,1.3970602189617621e-08
5722,1.3970602189617621e-08
5721,1.3970602189617621e-08
5719,1.3970602189617621e-08
5718,1.3970602189617621e-08
5717,1.3970602189617621e-08
5716,1.3970602189617621e-08
5736,1.3970602189617621e-08
5738,1.3970602189617621e-08
5758,1.3970602189617621e-08
5749,1.3970602189617621e-08
5757,1.3970602189617621e-08
5756,1.3970602189617621e-08
5755,1.3970602189617621e-08
5754,1.3970602189617621e-08
5753,1.3970602189617621e-08
5752,1.3970602189617621e-08
5751,1.3970602189617621e-08
5750,1.3970602189617621e-08
5748,1.3970602189617621e-08
5739,1.3970602189617621e-08
5747,1.3970602189617621e-08
5746,1.3970602189617621e-08
5745,1.3970602189617621e-08
5744,1.3970602189617621e-08
5743,1.3970602189617621e-08
5742,1.3970602189617621e-08
5741,1.3970602189617621e-08
5740,1.3970602189617621e-08
5233,1.3970602189617621e-08
5232,1.3970602189617621e-08
5231,1.3970602189617621e-08
4759,1.3970602189617621e-08
4732,1.3970602189617621e-08
4731,1.3970602189617621e-08
4730,1.3970602189617621e-08
4729,1.3970602189617621e-08
4728,1.3970602189617621e-08
4727,1.3970602189617621e-08
4726,1.3970602189617621e-08
4725,1.3970602189617621e-08
4724,1.3970602189617621e-08
4723,1.3970602189617621e-08
4722,1.3970602189617621e-08
4721,1.3970602189617621e-08
4720,1.3970602189617621e-08
4719,1.3970602189617621e-08
4718,1.3970602189617621e-08
4717,1.3970602189617621e-08
4716,1.3970602189617621e-08
4715,1.3970602189617621e-08
4714,1.3970602189617621e-08
4734,1.3970602189617621e-08
4736,1.3970602189617621e-08
4737,1.3970602189617621e-08
4748,1.3970602189617621e-08
4757,1.3970602189617621e-08
4756,1.3970602189617621e-08
4755,1.3970602189617621e-08
4754,1.3970602189617621e-08
4752,1.3970602189617621e-08
4751,1.3970602189617621e-08
4750,1.3970602189617621e-08
4749,1.3970602189617621e-08
4747,1.3970602189617621e-08
4738,1.3970602189617621e-08
4746,1.3970602189617621e-08
4745,1.3970602189617621e-08
4744,1.3970602189617621e-08
4743,1.3970602189617621e-08
4742,1.3970602189617621e-08
4741,1.3970602189617621e-08
4740,1.3970602189617621e-08
4739,1.3970602189617621e-08
4713,1.3970602189617621e-08
4712,1.3970602189617621e-08
4711,1.3970602189617621e-08
4677,1.3970602189617621e-08
4685,1.3970602189617621e-08
4684,1.3970602189617621e-08
4683,1.3970602189617621e-08
4682,1.3970602189617621e-08
4681,1.3970602189617621e-08
4680,1.3970602189617621e-08
4679,1.3970602189617621e-08
4678,1.3970602189617621e-08
4676,1.3970602189617621e-08
4687,1.3970602189617621e-08
4675,1.3970602189617621e-08
4674,1.3970602189617621e-08
4673,1.3970602189617621e-08
4672,1.3970602189617621e-08
4671,1.3970602189617621e-08
4670,1.3970602189617621e-08
4665,1.3970602189617621e-08
4664,1.3970602189617621e-08
4686,1.3970602189617621e-08
4688,1.3970602189617621e-08
4710,1.3970602189617621e-08
4700,1.3970602189617621e-08
4709,1.3970602189617621e-08
4708,1.3970602189617621e-08
4706,1.3970602189617621e-08
4705,1.3970602189617621e-08
4704,1.3970602189617621e-08
4703,1.3970602189617621e-08
4702,1.3970602189617621e-08
4701,1.3970602189617621e-08
4699,1.3970602189617621e-08
4689,1.3970602189617621e-08
4698,1.3970602189617621e-08
4697,1.3970602189617621e-08
4696,1.3970602189617621e-08
4695,1.3970602189617621e-08
4693,1.3970602189617621e-08
4692,1.3970602189617621e-08
4691,1.3970602189617621e-08
4690,1.3970602189617621e-08
4758,1.3970602189617621e-08
4760,1.3970602189617621e-08
4658,1.3970602189617621e-08
4761,1.3970602189617621e-08
4826,1.3970602189617621e-08
4825,1.3970602189617621e-08
4822,1.3970602189617621e-08
4821,1.3970602189617621e-08
4820,1.3970602189617621e-08
4819,1.3970602189617621e-08
4818,1.3970602189617621e-08
4817,1.3970602189617621e-08
4816,1.3970602189617621e-08
4815,1.3970602189617621e-08
4814,1.3970602189617621e-08
4813,1.3970602189617621e-08
4812,1.3970602189617621e-08
4811,1.3970602189617621e-08
4810,1.3970602189617621e-08
4809,1.3970602189617621e-08
4808,1.3970602189617621e-08
4807,1.3970602189617621e-08
4806,1.3970602189617621e-08
4827,1.3970602189617621e-08
4828,1.3970602189617621e-08
4829,1.3970602189617621e-08
4841,1.3970602189617621e-08
4849,1.3970602189617621e-08
4848,1.3970602189617621e-08
4847,1.3970602189617621e-08
4846,1.3970602189617621e-08
4845,1.3970602189617621e-08
4844,1.3970602189617621e-08
4843,1.3970602189617621e-08
4842,1.3970602189617621e-08
4840,1.3970602189617621e-08
4830,1.3970602189617621e-08
4839,1.3970602189617621e-08
4838,1.3970602189617621e-08
4837,1.3970602189617621e-08
4836,1.3970602189617621e-08
4835,1.3970602189617621e-08
4834,1.3970602189617621e-08
4832,1.3970602189617621e-08
4831,1.3970602189617621e-08
4805,1.3970602189617621e-08
4804,1.3970602189617621e-08
4803,1.3970602189617621e-08
4771,1.3970602189617621e-08
4779,1.3970602189617621e-08
4778,1.3970602189617621e-08
4777,1.3970602189617621e-08
4776,1.3970602189617621e-08
4775,1.3970602189617621e-08
4774,1.3970602189617621e-08
4773,1.3970602189617621e-08
4772,1.3970602189617621e-08
4770,1.3970602189617621e-08
4781,1.3970602189617621e-08
4769,1.3970602189617621e-08
4768,1.3970602189617621e-08
4767,1.3970602189617621e-08
4766,1.3970602189617621e-08
4765,1.3970602189617621e-08
4764,1.3970602189617621e-08
4763,1.3970602189617621e-08
4762,1.3970602189617621e-08
4780,1.3970602189617621e-08
4782,1.3970602189617621e-08
4802,1.3970602189617621e-08
4793,1.3970602189617621e-08
4801,1.3970602189617621e-08
4800,1.3970602189617621e-08
4799,1.3970602189617621e-08
4798,1.3970602189617621e-08
4797,1.3970602189617621e-08
4796,1.3970602189617621e-08
4795,1.3970602189617621e-08
4794,1.3970602189617621e-08
4792,1.3970602189617621e-08
4783,1.3970602189617621e-08
4791,1.3970602189617621e-08
4790,1.3970602189617621e-08
4789,1.3970602189617621e-08
4788,1.3970602189617621e-08
4787,1.3970602189617621e-08
4786,1.3970602189617621e-08
4785,1.3970602189617621e-08
4784,1.3970602189617621e-08
4660,1.3970602189617621e-08
4657,1.3970602189617621e-08
5230,1.3970602189617621e-08
4560,1.3970602189617621e-08
4534,1.3970602189617621e-08
4533,1.3970602189617621e-08
4532,1.3970602189617621e-08
4531,1.3970602189617621e-08
4530,1.3970602189617621e-08
4529,1.3970602189617621e-08
4528,1.3970602189617621e-08
4527,1.3970602189617621e-08
4526,1.3970602189617621e-08
4525,1.3970602189617621e-08
4524,1.3970602189617621e-08
4523,1.3970602189617621e-08
4521,1.3970602189617621e-08
4520,1.3970602189617621e-08
4519,1.3970602189617621e-08
4518,1.3970602189617621e-08
4517,1.3970602189617621e-08
4516,1.3970602189617621e-08
4514,1.3970602189617621e-08
4535,1.3970602189617621e-08
4536,1.3970602189617621e-08
4537,1.3970602189617621e-08
4549,1.3970602189617621e-08
4557,1.3970602189617621e-08
4556,1.3970602189617621e-08
4555,1.3970602189617621e-08
4554,1.3970602189617621e-08
4553,1.3970602189617621e-08
4552,1.3970602189617621e-08
4551,1.3970602189617621e-08
4550,1.3970602189617621e-08
4548,1.3970602189617621e-08
4538,1.3970602189617621e-08
4547,1.3970602189617621e-08
4545,1.3970602189617621e-08
4544,1.3970602189617621e-08
4543,1.3970602189617621e-08
4542,1.3970602189617621e-08
4541,1.3970602189617621e-08
4540,1.3970602189617621e-08
4539,1.3970602189617621e-08
4513,1.3970602189617621e-08
4512,1.3970602189617621e-08
4511,1.3970602189617621e-08
4477,1.3970602189617621e-08
4486,1.3970602189617621e-08
4485,1.3970602189617621e-08
4484,1.3970602189617621e-08
4483,1.3970602189617621e-08
4481,1.3970602189617621e-08
4480,1.3970602189617621e-08
4479,1.3970602189617621e-08
4478,1.3970602189617621e-08
4476,1.3970602189617621e-08
4488,1.3970602189617621e-08
4475,1.3970602189617621e-08
4474,1.3970602189617621e-08
4473,1.3970602189617621e-08
4472,1.3970602189617621e-08
4471,1.3970602189617621e-08
4470,1.3970602189617621e-08
4469,1.3970602189617621e-08
4468,1.3970602189617621e-08
4487,1.3970602189617621e-08
4489,1.3970602189617621e-08
4510,1.3970602189617621e-08
4501,1.3970602189617621e-08
4509,1.3970602189617621e-08
4508,1.3970602189617621e-08
4507,1.3970602189617621e-08
4506,1.3970602189617621e-08
4505,1.3970602189617621e-08
4504,1.3970602189617621e-08
4503,1.3970602189617621e-08
4502,1.3970602189617621e-08
4500,1.3970602189617621e-08
4490,1.3970602189617621e-08
4498,1.3970602189617621e-08
4497,1.3970602189617621e-08
4496,1.3970602189617621e-08
4495,1.3970602189617621e-08
4494,1.3970602189617621e-08
4493,1.3970602189617621e-08
4492,1.3970602189617621e-08
4491,1.3970602189617621e-08
4558,1.3970602189617621e-08
4561,1.3970602189617621e-08
4656,1.3970602189617621e-08
4562,1.3970602189617621e-08
4628,1.3970602189617621e-08
4627,1.3970602189617621e-08
4626,1.3970602189617621e-08
4625,1.3970602189617621e-08
4624,1.3970602189617621e-08
4623,1.3970602189617621e-08
4622,1.3970602189617621e-08
4621,1.3970602189617621e-08
4620,1.3970602189617621e-08
4619,1.3970602189617621e-08
4618,1.3970602189617621e-08
3185,1.3970602189617621e-08
4616,1.3970602189617621e-08
4615,1.3970602189617621e-08
4614,1.3970602189617621e-08
4613,1.3970602189617621e-08
4612,1.3970602189617621e-08
4610,1.3970602189617621e-08
4609,1.3970602189617621e-08
4629,1.3970602189617621e-08
4630,1.3970602189617621e-08
4631,1.3970602189617621e-08
4644,1.3970602189617621e-08
4655,1.3970602189617621e-08
4653,1.3970602189617621e-08
4652,1.3970602189617621e-08
4651,1.3970602189617621e-08
4650,1.3970602189617621e-08
4648,1.3970602189617621e-08
4647,1.3970602189617621e-08
4645,1.3970602189617621e-08
4643,1.3970602189617621e-08
4632,1.3970602189617621e-08
4642,1.3970602189617621e-08
4641,1.3970602189617621e-08
4640,1.3970602189617621e-08
4638,1.3970602189617621e-08
4637,1.3970602189617621e-08
4636,1.3970602189617621e-08
4634,1.3970602189617621e-08
4633,1.3970602189617621e-08
4608,1.3970602189617621e-08
4607,1.3970602189617621e-08
4606,1.3970602189617621e-08
4573,1.3970602189617621e-08
4581,1.3970602189617621e-08
4580,1.3970602189617621e-08
4579,1.3970602189617621e-08
4578,1.3970602189617621e-08
4577,1.3970602189617621e-08
4576,1.3970602189617621e-08
4575,1.3970602189617621e-08
4574,1.3970602189617621e-08
4572,1.3970602189617621e-08
4583,1.3970602189617621e-08
4571,1.3970602189617621e-08
4570,1.3970602189617621e-08
4568,1.3970602189617621e-08
4567,1.3970602189617621e-08
4566,1.3970602189617621e-08
4565,1.3970602189617621e-08
4564,1.3970602189617621e-08
4563,1.3970602189617621e-08
4582,1.3970602189617621e-08
4584,1.3970602189617621e-08
4605,1.3970602189617621e-08
4595,1.3970602189617621e-08
4603,1.3970602189617621e-08
4602,1.3970602189617621e-08
4601,1.3970602189617621e-08
4600,1.3970602189617621e-08
4599,1.3970602189617621e-08
4598,1.3970602189617621e-08
4597,1.3970602189617621e-08
4596,1.3970602189617621e-08
4594,1.3970602189617621e-08
4585,1.3970602189617621e-08
4593,1.3970602189617621e-08
4592,1.3970602189617621e-08
4591,1.3970602189617621e-08
